基金代码,基金简称,期间涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,手续费
014509,汇添富先进制造混合C,HTFXJZZHHC,14.52,,0,2022-03-02,1,1,2022-11-08,1.1452,1.1452,2022-03-02,1,0.00%,,,,
009439,西部利得国企红利指数增强C,XBLDGQHLZSZQC,14.4640,0.096,1,2021-11-09,1.6895,1.6895,2022-11-08,1.844,1.94,2020-05-08,1,0.00%,,,,
007950,招商量化精选股票C,ZSLHJXGPC,14.4639,,0,2021-11-09,1.8356,1.8356,2022-11-08,2.1011,2.1011,2019-09-11,1,0.00%,,,,
013871,招商能源转型混合A,ZSNYZXHHA,14.43,,0,2022-02-08,1,1,2022-11-08,1.1443,1.1443,2022-02-08,1,0.15%,1,0.15%,1,1.50%
000727,融通健康产业灵活配置混合A/B,RTJKCYLHPZHHAB,14.3407,,0,2021-11-09,2.859,2.859,2022-11-08,3.269,3.269,2014-12-25,1,0.15%,1,0.15%,1,1.50%
008953,中信建投桂企债C,ZXJTGQZC,14.2983,0.070,2,2021-11-09,1.0091,1.0291,2022-11-08,1.0834,1.1734,2020-06-04,1,0.00%,,,,
014972,华安沪港深外延增长灵活配置混合C,HAHGSWYZZLHPZHHC,14.207017,,0,2022-05-10,3.4490,3.4490,2022-11-08,3.939,3.939,2022-05-10,1,0.00%,,,,
010709,安信医药健康股票A,AXYYJKGPA,14.1894,,0,2021-11-09,1.2164,1.2164,2022-11-08,1.389,1.389,2021-01-12,1,0.15%,1,0.15%,1,1.50%
501012,汇添富中证中药指数(LOF)C,HTFZZZYZSLOFC,14.0897,,0,2021-11-09,1.0348,1.0348,2022-11-08,1.1806,1.1806,2016-12-29,1,0.00%,,,,
160921,大成多策略混合(LOF)A,DCDCLHHLOFA,14.0047,,0,2021-11-09,1.271,1.628,2022-11-08,1.449,1.806,2016-08-19,1,0.15%,1,0.15%,1,1.50%
015592,国泰事件驱动策略混合C,GTSJQDCLHHC,13.890604,,0,2022-05-20,4.8594,4.8594,2022-11-08,5.5344,5.5344,2022-05-20,1,0.00%,,,,
009274,融通健康产业灵活配置混合C,RTJKCYLHPZHHC,13.7773,,0,2021-11-09,2.838,2.838,2022-11-08,3.229,3.229,2020-04-13,1,0.00%,,,,
013872,招商能源转型混合C,ZSNYZXHHC,13.76,,0,2022-02-08,1,1,2022-11-08,1.1376,1.1376,2022-02-08,1,0.00%,,,,
010710,安信医药健康股票C,AXYYJKGPC,13.6371,,0,2021-11-09,1.2114,1.2114,2022-11-08,1.3766,1.3766,2021-01-12,1,0.00%,,,,
004913,中银证券聚瑞混合A,ZYZQJRHHA,13.6339,,0,2021-11-09,1.2733,1.2733,2022-11-08,1.4469,1.4469,2017-11-29,1,0.10%,1,0.10%,1,1.00%
004914,中银证券聚瑞混合C,ZYZQJRHHC,13.5180,,0,2021-11-09,1.2709,1.2709,2022-11-08,1.4427,1.4427,2017-11-29,1,0.00%,,,,
014472,景顺长城远见成长混合A,JSCCYJCZHHA,13.51,,0,2022-01-25,1,1,2022-11-08,1.1351,1.1351,2022-01-25,1,0.15%,1,0.15%,1,1.50%
011174,中庚价值品质一年持有期混合,ZGJZPZYNCYQHH,13.4223,,0,2021-11-09,1.274,1.274,2022-11-08,1.445,1.445,2021-01-19,1,1.50%,99,1.50%,99,1.50%
015685,鹏华中证环保产业指数(LOF)C,PHZZHBCYZSLOFC,13.4,,0,2022-05-10,1,1,2022-11-08,1.134,1.134,2022-05-10,1,0.00%,,,,
008488,华商恒益稳健混合,HSHYWJHH,13.2470,0.178,1,2021-11-09,1.2094,1.4594,2022-11-08,1.1798,1.6078,2020-02-20,1,0.15%,1,0.15%,1,1.50%
014990,华安幸福生活混合C,HAXFSHHHC,13.244006,,0,2022-05-10,2.1270,2.1270,2022-11-08,2.4087,2.4087,2022-05-10,1,0.00%,,,,
016062,大成多策略混合(LOF)C,DCDCLHHLOFC,13.057076,,0,2022-06-23,1.2790,1.2790,2022-11-08,1.446,1.446,2022-06-23,1,0.00%,,,,
015450,华泰柏瑞多策略混合C,HTBRDCLHHC,13.023887,,0,2022-03-23,1.8420,1.8420,2022-11-08,2.0819,2.0819,2022-03-23,1,0.00%,,,,
014473,景顺长城远见成长混合C,JSCCYJCZHHC,12.98,,0,2022-01-25,1,1,2022-11-08,1.1298,1.1298,2022-01-25,1,0.00%,,,,
015245,南华丰汇混合,NHFHHH,12.82,,0,2022-02-28,1,1,2022-11-08,1.1282,1.1282,2022-02-28,1,0.12%,1,0.12%,1,1.20%
006274,圆信永丰医药健康,YXYFYYJK,12.5794,,0,2021-11-09,1.3689,1.3689,2022-11-08,1.5411,1.5411,2018-11-29,1,0.15%,1,0.15%,1,1.50%
014327,格林新兴产业混合A,GLXXCYHHA,12.4,,0,2022-03-08,1,1,2022-11-08,1.124,1.124,2022-03-08,1,0.15%,1,0.15%,1,1.50%
217002,招商安泰平衡混合,ZSATPHHH,12.2874,0.0544,1,2021-11-09,1.4407,3.5444,2022-11-08,1.5621,3.7202,2003-04-28,1,0.15%,1,0.15%,1,1.50%
015200,创金合信动态平衡混合发起A,CJHXDTPHHHFQA,12.04,,0,2022-05-06,1,1,2022-11-08,1.1204,1.1204,2022-05-06,1,0.15%,1,0.15%,1,1.50%
014841,东方阿尔法医疗健康混合发起A,DFAEFYLJKHHFQA,12.03,,0,2022-03-30,1,1,2022-11-08,1.1203,1.1203,2022-03-30,1,0.15%,1,0.15%,1,1.50%
